,Binary Completion,passResult,down,yardsToGo,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
3952,1,C,3,6,40,4,03:03,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,TB,NE,TB,16,17,16,17,-1,183,183
3953,0,I,2,8,30,4,02:13,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TB,NE,TB,16,17,16,17,-1,133,133
3954,0,I,3,8,30,4,02:07,1,1,3,1,3,7,4.0,0,0,0,1,0,0,0,0,0,0,0,TB,NE,TB,16,17,16,17,-1,127,127
3955,1,C,1,10,45,4,01:53,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NE,NE,TB,19,17,17,17,0,113,113
3956,1,C,2,6,49,4,01:15,1,1,3,2,4,5,6.0,1,0,0,0,0,0,0,0,0,0,0,NE,NE,TB,19,17,17,17,0,75,75
3957,0,I,1,10,44,4,01:11,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NE,NE,TB,19,17,17,17,0,71,71
3958,1,C,2,10,44,4,01:07,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,NE,NE,TB,19,17,17,17,0,67,67
3959,0,I,3,3,37,4,01:03,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,NE,NE,TB,19,17,17,17,0,63,63
3960,1,C,1,10,25,1,15:00,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,0,0,0,0,900,1800
3961,1,C,1,15,32,1,13:37,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LAC,LAC,LV,0,0,0,0,0,817,1717
3962,1,C,2,6,41,1,12:53,2,1,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,0,0,0,0,773,1673
3963,1,C,1,10,20,1,11:05,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,0,0,0,0,665,1565
3964,1,C,3,4,14,1,09:58,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LAC,LAC,LV,0,0,0,0,0,598,1498
3965,1,C,3,4,4,1,08:06,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,LAC,LAC,LV,0,0,0,0,0,486,1386
3966,0,I,3,7,33,1,06:38,1,1,3,1,4,6,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,398,1298
3967,0,I,1,10,24,1,06:21,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,381,1281
3968,0,I,1,10,23,1,05:24,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,324,1224
3969,1,C,2,10,23,1,05:21,1,2,2,2,4,5,7.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,0,7,0,7,-7,321,1221
3972,0,I,2,15,44,1,02:44,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,164,1064
3973,1,C,3,15,44,1,02:39,1,1,3,3,2,6,3.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,159,1059
3975,1,C,3,22,29,1,00:35,1,1,3,2,3,6,4.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,0,7,0,7,-7,35,935
3976,0,I,3,2,18,2,13:43,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,823,823
3977,1,C,4,3,37,2,11:41,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,701,701
3978,1,C,1,10,37,2,11:34,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LAC,LAC,LV,0,7,7,7,0,694,694
3979,1,C,3,8,39,2,10:31,1,1,3,4,1,6,5.0,0,1,0,0,0,0,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,631,631
3980,1,C,1,10,15,2,09:40,1,2,2,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,580,580
3981,0,I,2,5,20,2,09:13,1,2,2,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,553,553
3982,0,I,1,10,26,2,08:46,1,3,1,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,526,526
3983,0,I,2,10,26,2,08:43,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,523,523
3984,1,C,3,10,26,2,08:38,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,7,0,7,-7,518,518
3985,1,C,1,10,20,2,07:51,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,471,471
3986,1,C,2,8,10,2,04:57,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,297,297
3987,1,C,3,8,10,2,04:21,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,7,7,7,0,261,261
3988,1,C,2,8,33,2,02:08,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,14,14,14,0,128,128
3989,0,I,1,10,47,2,01:37,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LAC,LAC,LV,0,14,14,14,0,97,97
3990,1,C,2,10,47,2,01:32,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,0,14,14,14,0,92,92
3991,1,C,3,6,43,2,01:28,1,1,3,4,2,5,6.0,0,1,0,0,0,0,0,0,0,0,0,LAC,LAC,LV,0,14,14,14,0,88,88
3992,1,C,1,10,36,2,01:06,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LAC,LAC,LV,0,14,14,14,0,66,66
3993,1,C,1,10,23,2,00:44,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,LAC,LAC,LV,0,14,14,14,0,44,44
3994,1,C,2,1,14,2,00:34,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,LAC,LAC,LV,0,14,14,14,0,34,34
3995,1,C,1,10,22,3,14:54,1,2,2,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,21,0,21,-21,894,1794
3996,1,C,2,3,41,3,13:03,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,0,21,0,21,-21,783,1683
3997,1,C,2,9,22,3,11:16,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,0,21,0,21,-21,676,1576
3999,1,C,2,13,15,3,09:48,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,0,21,0,21,-21,588,1488
4000,1,C,3,8,10,3,09:07,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,0,1,LV,LAC,LV,0,21,0,21,-21,547,1447
4001,0,I,1,10,49,3,05:41,1,3,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,7,21,21,21,0,341,1241
4002,1,C,1,10,19,3,04:39,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,7,21,7,21,-14,279,1179
4003,1,C,2,10,27,3,03:16,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,7,21,7,21,-14,196,1096
4004,0,I,2,3,3,3,01:58,1,2,2,3,3,5,7.0,0,0,0,0,0,0,0,0,0,0,1,LV,LAC,LV,7,21,7,21,-14,118,1018
4005,1,C,3,3,3,3,01:51,1,1,3,2,4,5,6.0,0,0,0,0,0,0,0,0,0,0,1,LV,LAC,LV,7,21,7,21,-14,111,1011
4006,1,C,1,10,15,3,01:38,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,LAC,LAC,LV,14,21,21,21,0,98,998
4007,1,C,2,10,26,3,00:26,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,14,21,21,21,0,26,926
4008,0,I,1,10,48,4,13:50,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,14,21,21,21,0,830,830
4009,0,I,2,10,48,4,13:44,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LAC,LAC,LV,14,21,21,21,0,824,824
4010,1,C,1,10,14,4,13:26,2,1,2,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,LV,LAC,LV,14,21,14,21,-7,806,806
4012,0,I,3,2,50,4,09:27,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,LAC,LAC,LV,14,21,21,21,0,567,567
4013,1,C,4,2,50,4,09:24,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LAC,LAC,LV,14,21,21,21,0,564,564
4015,1,C,1,10,25,4,05:20,1,1,3,2,4,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,320,320
4016,0,I,2,5,30,4,04:51,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,291,291
4017,1,C,3,5,30,4,04:48,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,288,288
4018,1,C,4,1,34,4,04:22,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,262,262
4020,0,IN,2,9,47,4,03:22,1,1,3,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,202,202
4021,0,I,1,10,10,4,01:51,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,111,111
4023,0,I,3,7,13,4,01:21,1,1,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,81,81
4024,0,I,4,7,13,4,01:15,1,1,3,2,3,6,6.0,0,0,0,1,0,0,0,0,0,0,0,LV,LAC,LV,14,28,14,28,-14,75,75
4025,1,C,2,11,15,1,14:31,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,0,0,0,0,0,871,1771
4026,0,I,3,5,36,1,12:33,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,753,1653
4027,1,C,1,10,25,1,12:16,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,736,1636
4028,1,C,2,7,47,1,11:23,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,683,1583
4029,0,I,3,3,43,1,10:48,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,648,1548
4030,1,C,1,10,23,1,09:56,1,1,3,3,3,5,4.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,596,1496
4031,1,C,1,10,35,1,08:29,1,2,2,3,4,4,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,509,1409
4032,0,I,1,10,32,1,06:31,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,391,1291
4033,1,C,2,9,38,1,05:43,2,1,2,2,4,5,5.0,0,0,0,0,0,0,1,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,343,1243
4034,0,I,1,10,40,1,02:36,1,1,3,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,156,1056
4036,1,C,2,17,50,1,01:13,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,0,0,0,0,0,73,973
4037,1,C,1,10,33,1,00:32,1,1,3,4,2,5,4.0,0,0,0,0,1,0,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,32,932
4038,0,IN,2,8,8,2,14:57,1,1,3,4,3,4,6.0,0,0,0,0,0,0,0,0,0,0,1,LA,SEA,LA,0,0,0,0,0,897,897
4040,0,IN,2,8,33,2,13:01,1,2,2,2,4,5,4.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,781,781
4041,0,I,1,10,48,2,12:53,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,0,0,0,0,773,773
4042,1,C,2,10,48,2,12:46,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,0,0,0,0,0,766,766
4043,1,C,2,7,19,2,09:10,1,1,3,2,4,5,5.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SEA,LA,0,0,0,0,0,550,550
4044,1,C,2,7,48,2,06:41,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,0,7,0,7,-7,401,401
4045,1,C,2,4,37,2,05:21,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,7,0,7,-7,321,321
4046,1,C,1,10,32,2,04:40,1,1,3,3,3,5,4.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,7,0,7,-7,280,280
4047,1,C,1,10,21,2,02:11,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,0,7,0,7,-7,131,131
4048,1,C,1,10,28,2,01:03,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,3,7,7,7,0,63,63
4049,1,C,1,10,24,2,00:21,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,3,7,7,7,0,21,21
4050,1,C,2,11,25,2,00:10,1,1,3,1,4,6,3.0,0,0,0,0,0,0,0,0,1,0,0,SEA,SEA,LA,3,7,7,7,0,10,10
4051,1,C,1,10,26,3,14:54,1,2,2,3,4,4,7.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,3,7,7,7,0,894,1794
4052,1,C,2,6,43,3,13:44,1,2,2,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SEA,LA,3,7,7,7,0,824,1724
4054,1,C,1,10,4,3,11:03,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,663,1563
4055,0,I,2,3,11,3,10:24,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,624,1524
4056,1,C,3,3,11,3,10:18,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,618,1518
4057,0,I,1,10,20,3,09:37,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,577,1477
4058,0,I,2,10,20,3,09:32,1,1,3,4,2,5,6.0,0,0,0,0,0,0,1,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,572,1472
4059,1,C,3,10,20,3,09:27,1,1,3,4,1,6,6.0,1,0,0,0,0,0,0,0,0,0,0,LA,SEA,LA,3,7,3,7,-4,567,1467
4060,0,I,2,14,36,3,07:17,1,1,3,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,SEA,SEA,LA,9,7,7,7,0,437,1337
4061,0,I,1,10,18,3,06:51,1,2,2,4,3,4,4.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,9,7,9,7,2,411,1311
4062,1,C,2,10,18,3,06:44,1,1,3,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,9,7,9,7,2,404,1304
4063,1,C,1,10,38,3,06:17,1,1,3,3,3,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,9,7,9,7,2,377,1277
4064,1,C,1,10,13,3,04:52,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,LA,SEA,LA,9,7,9,7,2,292,1192
4065,1,C,2,6,29,3,04:18,1,2,2,3,4,4,6.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,16,7,7,7,0,258,1158
4067,1,C,2,7,14,3,02:02,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,16,7,16,7,9,122,1022
4068,0,I,3,3,44,4,15:00,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,SEA,LA,16,7,16,7,9,900,900
4069,1,C,1,10,17,4,14:08,1,2,2,3,4,4,5.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,16,7,7,7,0,848,848
4070,1,C,1,10,34,4,13:40,1,2,2,3,4,4,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,16,7,7,7,0,820,820
4072,1,C,2,4,50,4,11:55,1,2,2,3,3,5,5.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,16,7,7,7,0,715,715
4073,1,C,2,9,44,4,10:05,1,2,2,2,4,5,6.0,0,0,0,0,0,0,1,0,0,0,0,SEA,SEA,LA,16,7,7,7,0,605,605
4074,1,C,1,10,23,4,09:23,1,2,2,2,4,5,5.0,0,0,1,0,0,0,0,0,0,0,0,SEA,SEA,LA,16,7,7,7,0,563,563
4075,1,C,2,9,28,4,08:35,1,1,3,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,16,14,16,14,2,515,515
4076,1,C,1,10,48,4,08:09,1,1,3,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,LA,SEA,LA,16,14,16,14,2,489,489
4077,1,C,2,10,15,4,06:39,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,SEA,LA,16,14,16,14,2,399,399
4078,1,C,2,5,45,4,05:34,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,334,334
4079,0,I,1,15,47,4,05:01,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,301,301
4080,1,C,2,15,47,4,04:54,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,294,294
4081,1,C,3,10,48,4,04:14,1,1,3,2,3,6,5.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,254,254
4082,0,I,1,10,34,4,03:48,1,1,3,2,3,6,4.0,0,0,0,1,0,0,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,228,228
4083,0,I,1,10,14,4,03:09,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,189,189
4084,0,I,2,10,14,4,03:02,1,1,3,2,4,5,7.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,182,182
4085,0,I,3,10,14,4,02:57,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,23,14,14,14,0,177,177
4086,0,I,3,8,36,4,02:22,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,LA,SEA,LA,23,17,23,17,6,142,142
4087,0,IN,1,10,16,4,02:09,1,1,3,2,3,6,5.0,0,0,0,0,0,0,0,0,0,1,0,SEA,SEA,LA,23,17,17,17,0,129,129
4088,0,I,1,10,25,4,00:24,1,1,3,2,3,6,6.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,26,17,17,17,0,24,24
4090,1,C,3,3,32,4,00:08,1,1,3,2,3,6,4.0,0,0,0,0,0,1,0,0,0,0,0,SEA,SEA,LA,26,17,17,17,0,8,8
4091,1,C,1,10,25,1,15:00,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,900,1800
4092,0,I,2,9,36,1,13:02,2,3,0,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,782,1682
4093,0,I,2,4,43,1,12:11,1,2,2,3,4,4,8.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,731,1631
4094,1,C,3,4,43,1,12:07,1,2,2,4,2,5,7.0,0,0,0,0,0,0,1,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,727,1627
4095,1,C,2,10,28,1,10:38,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,638,1538
4096,0,I,2,9,11,1,09:42,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,0,0,0,0,582,1482
4098,0,I,3,2,33,1,07:18,1,1,3,2,4,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,0,3,0,3,-3,438,1338
4099,1,C,3,1,25,1,05:58,1,2,2,3,3,5,7.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,0,3,3,3,0,358,1258
4100,1,C,2,10,39,1,04:33,1,2,2,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,0,3,3,3,0,273,1173
4101,1,C,2,7,40,1,03:15,1,2,2,4,2,5,5.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,3,3,3,0,195,1095
4102,1,C,1,10,18,1,02:31,2,2,1,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,3,3,3,0,151,1051
4103,0,I,1,10,28,1,01:35,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,ATL,NYJ,0,10,0,10,-10,95,995
4104,1,C,3,13,25,1,00:51,1,1,3,1,5,5,4.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,ATL,NYJ,0,10,0,10,-10,51,951
4105,1,C,2,9,24,2,14:19,2,2,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,10,10,10,0,859,859
4106,0,I,2,10,17,2,11:11,2,1,2,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,10,10,10,0,671,671
4107,1,C,3,10,17,2,11:06,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,10,10,10,0,666,666
4108,0,I,1,10,25,2,11:01,1,2,2,3,4,4,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,661,661
4109,0,IN,2,10,25,2,10:57,1,2,2,2,4,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,657,657
4110,1,C,1,10,34,2,10:46,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,0,17,17,17,0,646,646
4111,1,C,2,5,29,2,10:07,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,ATL,ATL,NYJ,0,17,17,17,0,607,607
4112,1,C,2,8,15,2,09:19,1,2,2,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,559,559
4113,0,I,2,3,36,2,08:23,1,2,2,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,503,503
4114,1,C,1,10,42,2,06:08,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,368,368
4115,0,I,2,9,41,2,05:20,1,2,2,2,4,5,6.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,320,320
4116,1,C,3,9,41,2,05:11,1,1,3,1,5,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,311,311
4117,1,C,3,10,16,2,03:01,1,1,3,1,5,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,ATL,NYJ,0,17,0,17,-17,181,181
4118,0,I,2,2,32,2,02:00,2,1,2,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,120,120
4119,1,C,3,2,32,2,01:56,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,116,116
4120,1,C,1,10,38,2,01:35,1,1,3,4,2,5,4.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,95,95
4121,0,I,2,6,48,2,00:55,1,1,3,4,2,5,7.0,0,0,0,0,0,0,0,0,0,1,0,ATL,ATL,NYJ,3,17,17,17,0,55,55
4122,0,I,1,10,40,2,00:45,1,1,3,3,3,5,5.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,45,45
4123,0,I,2,10,40,2,00:41,1,1,3,3,3,5,5.0,0,0,0,0,0,0,1,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,41,41
4124,1,C,3,10,40,2,00:37,1,2,2,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,3,17,17,17,0,37,37
4125,1,C,2,7,28,3,10:20,2,2,1,4,3,4,7.0,0,0,0,0,0,0,0,0,0,1,0,ATL,ATL,NYJ,9,20,20,20,0,620,1520
4126,1,C,1,10,40,3,09:40,1,2,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,9,20,20,20,0,580,1480
4127,0,I,2,10,40,3,09:07,1,2,2,3,3,5,5.0,0,0,0,0,0,1,0,0,0,0,0,ATL,ATL,NYJ,9,20,20,20,0,547,1447
4128,0,I,3,10,40,3,09:02,2,1,2,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,9,20,20,20,0,542,1442
4129,1,C,1,10,36,3,08:46,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,ATL,NYJ,9,20,9,20,-11,526,1426
4130,0,I,2,9,49,3,07:33,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,ATL,NYJ,9,20,9,20,-11,453,1353
4131,1,C,3,9,49,3,07:25,1,1,3,1,5,5,7.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,ATL,NYJ,9,20,9,20,-11,445,1345
4132,0,I,2,10,26,3,05:27,2,1,2,3,4,4,7.0,0,0,0,1,0,0,0,0,0,0,0,ATL,ATL,NYJ,9,20,20,20,0,327,1227
