,prePenaltyPlayResult,playResult,foulName1,Binary Completion,down,yardsToGo,pff_passCoverageType,offenseFormation,offenseFormation,yardlineNumber,quarter,gameClock,num RB,num TE,num WR,num DL,num LB,num DB,defendersInBox,2-Man,Bracket,Cover-0,Cover-1,Cover-2,Cover-3,Cover-6,Goal Line,Prevent,Quarters,Red Zone,possessionTeam,offenseFormation,pff_passCoverageType,absoluteYardlineNumber,homeTeamAbbr,visitorTeamAbbr,preSnapVisitorScore,preSnapHomeScore,off_score,def_score,score_diff,gameClock_seconds,secondsLeftInHalf
3453,21,21,,1,3,2,Man,SHOTGUN,SHOTGUN,33,3,07:15,2,0,3,2,3,6,5.0,0,0,0,1,0,0,0,0,0,0,0,NO,SHOTGUN,Man,43.0,NO,NYG,10,14,14,14,0,435,1335
3454,8,8,,1,1,10,Man,SINGLEBACK,SINGLEBACK,12,3,06:08,1,2,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,NYG,SINGLEBACK,Man,98.0,NO,NYG,10,14,10,14,-4,368,1268
3455,0,0,,0,3,2,Zone,SHOTGUN,SHOTGUN,30,3,03:38,1,1,3,3,2,6,6.0,0,0,0,0,1,0,0,0,0,0,0,NYG,SHOTGUN,Zone,80.0,NO,NYG,10,14,10,14,-4,218,1118
3456,5,5,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,25,4,12:09,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYG,SINGLEBACK,Zone,35.0,NO,NYG,10,21,10,21,-11,729,729
3457,1,1,,1,3,9,Zone,SHOTGUN,SHOTGUN,48,4,10:07,1,1,3,3,2,6,5.0,0,0,0,0,0,1,0,0,0,0,0,NYG,SHOTGUN,Zone,62.0,NO,NYG,10,21,10,21,-11,607,607
3458,54,54,,1,1,10,Man,EMPTY,EMPTY,46,4,07:01,1,2,2,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYG,EMPTY,Man,56.0,NO,NYG,10,21,10,21,-11,421,421
3459,16,16,,1,2,7,Zone,SINGLEBACK,SINGLEBACK,16,4,06:11,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NO,SINGLEBACK,Zone,94.0,NO,NYG,18,21,21,21,0,371,371
3460,0,0,,0,2,14,Man,SHOTGUN,SHOTGUN,38,4,03:17,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NO,SHOTGUN,Man,72.0,NO,NYG,18,21,21,21,0,197,197
3461,8,8,,1,1,10,Zone,EMPTY,EMPTY,11,4,03:01,1,2,2,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,NYG,EMPTY,Zone,21.0,NO,NYG,18,21,18,21,-3,181,181
3462,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,24,4,02:00,1,1,3,3,2,6,5.0,0,0,0,0,0,1,0,0,0,0,0,NYG,SHOTGUN,Zone,34.0,NO,NYG,18,21,18,21,-3,120,120
3463,11,11,,1,2,10,Zone,SHOTGUN,SHOTGUN,24,4,01:55,1,1,3,3,2,6,5.0,0,0,0,0,0,1,0,0,0,0,0,NYG,SHOTGUN,Zone,34.0,NO,NYG,18,21,18,21,-3,115,115
3464,3,3,,1,1,10,Man,SHOTGUN,SHOTGUN,35,4,01:27,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,45.0,NO,NYG,18,21,18,21,-3,87,87
3465,0,0,,0,2,7,Man,SHOTGUN,SHOTGUN,38,4,01:03,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,48.0,NO,NYG,18,21,18,21,-3,63,63
3466,28,28,,1,3,7,Man,SHOTGUN,SHOTGUN,38,4,00:58,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,48.0,NO,NYG,18,21,18,21,-3,58,58
3467,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,34,4,00:48,1,1,3,3,2,6,5.0,1,0,0,0,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,76.0,NO,NYG,18,21,18,21,-3,48,48
3468,0,0,,0,2,10,Man,SHOTGUN,SHOTGUN,34,4,00:45,1,1,3,3,2,6,5.0,1,0,0,0,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,76.0,NO,NYG,18,21,18,21,-3,45,45
3469,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,22,4,00:23,1,1,3,1,3,7,3.0,0,0,0,0,0,0,0,0,0,1,0,NO,SHOTGUN,Zone,88.0,NO,NYG,21,21,21,21,0,23,23
3470,17,17,,1,1,10,Zone,EMPTY,EMPTY,25,5,10:00,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,NYG,EMPTY,Zone,85.0,NO,NYG,21,21,21,21,0,600,600
3472,-1,-1,,1,1,10,Zone,SHOTGUN,SHOTGUN,34,5,06:56,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,NYG,SHOTGUN,Zone,44.0,NO,NYG,21,21,21,21,0,416,416
3473,23,23,,1,3,5,Man,SHOTGUN,SHOTGUN,29,5,05:29,1,1,3,3,2,6,6.0,0,0,0,1,0,0,0,0,0,0,0,NYG,SHOTGUN,Man,39.0,NO,NYG,21,21,21,21,0,329,329
3474,0,0,,0,3,7,Man,SHOTGUN,SHOTGUN,24,1,13:31,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,86.0,NYJ,TEN,0,0,0,0,0,811,1711
3477,0,0,,0,2,16,Zone,EMPTY,EMPTY,48,1,11:13,0,1,4,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,58.0,NYJ,TEN,0,0,0,0,0,673,1573
3478,0,0,,0,1,10,Man,SHOTGUN,SHOTGUN,19,1,08:39,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,91.0,NYJ,TEN,0,0,0,0,0,519,1419
3480,0,0,,0,2,14,Zone,EMPTY,EMPTY,34,1,05:01,1,1,3,2,4,5,5.0,0,0,0,0,0,0,0,0,0,1,0,NYJ,EMPTY,Zone,76.0,NYJ,TEN,3,0,0,0,0,301,1201
3481,11,11,,1,3,4,Man,SHOTGUN,SHOTGUN,22,1,02:47,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,32.0,NYJ,TEN,3,0,3,0,3,167,1067
3482,14,14,,1,1,10,Zone,SHOTGUN,SHOTGUN,33,1,02:09,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,43.0,NYJ,TEN,3,0,3,0,3,129,1029
3483,16,16,,1,2,9,Zone,SINGLEBACK,SINGLEBACK,36,1,00:25,1,2,2,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,74.0,NYJ,TEN,3,0,3,0,3,25,925
3484,0,0,,0,2,8,Man,SINGLEBACK,SINGLEBACK,27,2,12:26,1,2,2,3,4,4,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SINGLEBACK,Man,37.0,NYJ,TEN,6,0,0,0,0,746,746
3485,0,0,,0,2,6,Zone,SHOTGUN,SHOTGUN,10,2,11:16,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,20.0,NYJ,TEN,6,0,6,0,6,676,676
3487,0,0,,0,2,10,Zone,SINGLEBACK,SINGLEBACK,25,2,10:19,1,2,2,3,4,4,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,35.0,NYJ,TEN,9,0,0,0,0,619,619
3488,13,13,,1,3,10,Man,SHOTGUN,SHOTGUN,25,2,10:08,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,35.0,NYJ,TEN,9,0,0,0,0,608,608
3489,30,30,,1,1,10,Man,SINGLEBACK,SINGLEBACK,38,2,09:18,1,2,2,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SINGLEBACK,Man,48.0,NYJ,TEN,9,0,0,0,0,558,558
3490,8,8,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,32,2,09:01,1,2,2,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,78.0,NYJ,TEN,9,0,0,0,0,541,541
3491,6,6,,1,3,4,Zone,SHOTGUN,SHOTGUN,26,2,07:38,1,1,3,2,4,5,5.0,0,0,0,0,1,0,0,0,0,0,0,NYJ,SHOTGUN,Zone,84.0,NYJ,TEN,9,0,0,0,0,458,458
3493,7,7,,1,1,10,Zone,SHOTGUN,SHOTGUN,9,2,01:49,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,101.0,NYJ,TEN,9,7,9,7,2,109,109
3494,10,10,,1,2,3,Zone,SHOTGUN,SHOTGUN,16,2,01:31,1,1,3,3,3,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,94.0,NYJ,TEN,9,7,9,7,2,91,91
3495,12,12,,1,2,10,Zone,SHOTGUN,SHOTGUN,26,2,01:09,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,84.0,NYJ,TEN,9,7,9,7,2,69,69
3496,7,7,,1,1,10,Zone,SHOTGUN,SHOTGUN,38,2,00:48,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,72.0,NYJ,TEN,9,7,9,7,2,48,48
3497,10,10,,1,2,13,Zone,PISTOL,PISTOL,35,2,00:33,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,PISTOL,Zone,75.0,NYJ,TEN,9,7,9,7,2,33,33
3499,9,9,,1,3,5,Man,SHOTGUN,SHOTGUN,30,3,13:42,1,1,3,4,1,6,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,40.0,NYJ,TEN,9,7,9,7,2,822,1722
3500,1,1,,1,2,19,Zone,SHOTGUN,SHOTGUN,30,3,11:56,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,40.0,NYJ,TEN,9,7,9,7,2,716,1616
3501,0,0,,0,3,18,Zone,EMPTY,EMPTY,31,3,11:19,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,41.0,NYJ,TEN,9,7,9,7,2,679,1579
3502,6,6,,1,3,7,Zone,SHOTGUN,SHOTGUN,23,3,09:44,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,87.0,NYJ,TEN,9,7,7,7,0,584,1484
3503,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,34,3,05:31,1,2,2,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,76.0,NYJ,TEN,9,7,9,7,2,331,1231
3505,15,15,,1,1,10,Zone,SHOTGUN,SHOTGUN,13,3,03:36,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,97.0,NYJ,TEN,9,7,7,7,0,216,1116
3506,6,6,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,28,3,03:07,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,82.0,NYJ,TEN,9,7,7,7,0,187,1087
3507,54,54,,1,3,6,Zone,SHOTGUN,SHOTGUN,32,3,01:58,1,1,3,2,4,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SHOTGUN,Zone,78.0,NYJ,TEN,9,7,7,7,0,118,1018
3508,0,0,,0,3,5,Other,SHOTGUN,SHOTGUN,9,3,00:27,1,2,2,2,4,5,7.0,0,0,0,0,0,0,0,0,0,0,1,NYJ,SHOTGUN,Other,19.0,NYJ,TEN,9,7,7,7,0,27,927
3509,14,14,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,25,3,00:19,1,2,2,3,4,4,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,35.0,NYJ,TEN,9,10,9,10,-1,19,919
3510,0,0,,1,0,0,Other,EMPTY,EMPTY,2,4,13:14,1,2,2,4,2,5,7.0,0,0,0,0,0,0,0,0,0,0,1,TEN,EMPTY,Other,12.0,NYJ,TEN,15,10,15,10,5,794,794
3511,0,0,,0,1,10,Man,SINGLEBACK,SINGLEBACK,34,4,12:59,1,2,2,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SINGLEBACK,Man,76.0,NYJ,TEN,17,10,10,10,0,779,779
3512,29,29,,1,2,10,Man,SINGLEBACK,SINGLEBACK,34,4,12:55,1,1,3,2,4,5,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SINGLEBACK,Man,76.0,NYJ,TEN,17,10,10,10,0,775,775
3513,3,3,,1,2,3,Man,SHOTGUN,SHOTGUN,3,4,11:34,1,1,3,4,3,4,8.0,0,0,1,0,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,107.0,NYJ,TEN,17,10,10,10,0,694,694
3515,53,53,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,47,4,09:16,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,57.0,NYJ,TEN,17,17,17,17,0,556,556
3516,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,25,4,09:06,1,3,1,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,85.0,NYJ,TEN,17,24,17,24,-7,546,546
3517,0,0,,0,2,10,Man,SHOTGUN,SHOTGUN,25,4,09:02,1,2,2,3,4,4,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,85.0,NYJ,TEN,17,24,17,24,-7,542,542
3518,0,0,,0,3,10,Man,EMPTY,EMPTY,25,4,08:58,1,1,3,3,2,6,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,EMPTY,Man,85.0,NYJ,TEN,17,24,17,24,-7,538,538
3519,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,34,4,08:47,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,44.0,NYJ,TEN,17,24,24,24,0,527,527
3520,4,4,,1,2,10,Zone,SHOTGUN,SHOTGUN,34,4,08:41,1,2,2,4,3,4,6.0,0,0,0,0,0,0,0,0,0,1,0,NYJ,SHOTGUN,Zone,44.0,NYJ,TEN,17,24,24,24,0,521,521
3522,0,0,,0,2,5,Man,SINGLEBACK,SINGLEBACK,35,4,05:49,1,2,2,3,4,4,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SINGLEBACK,Man,45.0,NYJ,TEN,17,24,17,24,-7,349,349
3523,9,9,,1,3,5,Man,SHOTGUN,SHOTGUN,35,4,05:42,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,45.0,NYJ,TEN,17,24,17,24,-7,342,342
3524,0,0,,0,4,4,Man,SHOTGUN,SHOTGUN,20,4,03:46,1,1,3,3,3,5,5.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,30.0,NYJ,TEN,17,24,17,24,-7,226,226
3525,18,18,,1,2,3,Zone,SINGLEBACK,SINGLEBACK,42,4,06:35,1,2,2,3,4,4,8.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SINGLEBACK,Zone,68.0,NYJ,TEN,17,24,17,24,-7,395,395
3526,0,0,,1,2,10,Man,SINGLEBACK,SINGLEBACK,40,4,03:16,1,3,1,4,3,4,8.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SINGLEBACK,Man,50.0,NYJ,TEN,17,24,24,24,0,196,196
3527,0,0,,0,3,10,Man,SHOTGUN,SHOTGUN,40,4,02:25,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,50.0,NYJ,TEN,17,24,24,24,0,145,145
3528,0,0,,0,2,10,Zone,SHOTGUN,SHOTGUN,26,4,02:00,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,84.0,NYJ,TEN,17,24,17,24,-7,120,120
3529,0,0,,0,3,10,Zone,SHOTGUN,SHOTGUN,26,4,01:56,1,1,3,4,2,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,84.0,NYJ,TEN,17,24,17,24,-7,116,116
3530,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,37,4,01:28,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,47.0,NYJ,TEN,17,24,17,24,-7,88,88
3531,12,12,,1,2,10,Zone,SHOTGUN,SHOTGUN,37,4,01:23,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,47.0,NYJ,TEN,17,24,17,24,-7,83,83
3532,11,11,,1,1,10,Zone,SHOTGUN,SHOTGUN,25,4,01:11,1,1,3,3,3,5,6.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,35.0,NYJ,TEN,17,24,17,24,-7,71,71
3533,6,6,,1,1,10,Zone,SHOTGUN,SHOTGUN,14,4,01:06,1,1,3,3,3,5,6.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,24.0,NYJ,TEN,17,24,17,24,-7,66,66
3534,6,6,,1,2,4,Zone,SHOTGUN,SHOTGUN,8,4,00:44,1,1,3,3,3,5,7.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,18.0,NYJ,TEN,17,24,17,24,-7,44,44
3535,0,0,,0,1,2,Zone,SHOTGUN,SHOTGUN,2,4,00:22,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,12.0,NYJ,TEN,17,24,17,24,-7,22,22
3536,2,2,,1,2,2,Other,EMPTY,EMPTY,2,4,00:19,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,TEN,EMPTY,Other,12.0,NYJ,TEN,17,24,17,24,-7,19,19
3537,0,0,,0,1,10,Zone,SINGLEBACK,SINGLEBACK,25,5,10:00,1,1,3,3,3,5,6.0,0,0,0,0,0,1,0,0,0,0,0,NYJ,SINGLEBACK,Zone,85.0,NYJ,TEN,24,24,24,24,0,600,600
3538,9,9,,1,2,10,Man,SHOTGUN,SHOTGUN,25,5,09:56,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,85.0,NYJ,TEN,24,24,24,24,0,596,596
3539,0,0,,0,1,10,Man,I_FORM,I_FORM,36,5,09:04,1,2,2,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,I_FORM,Man,74.0,NYJ,TEN,24,24,24,24,0,544,544
3540,29,29,,1,3,2,Man,SHOTGUN,SHOTGUN,44,5,08:18,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,SHOTGUN,Man,66.0,NYJ,TEN,24,24,24,24,0,498,498
3541,11,11,,1,3,3,Man,EMPTY,EMPTY,20,5,06:21,1,1,3,2,4,5,6.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,EMPTY,Man,30.0,NYJ,TEN,24,24,24,24,0,381,381
3542,0,0,,0,1,9,Man,JUMBO,JUMBO,9,5,05:52,1,3,1,4,3,4,7.0,0,0,0,1,0,0,0,0,0,0,0,NYJ,JUMBO,Man,19.0,NYJ,TEN,24,24,24,24,0,352,352
3544,20,20,,1,3,21,Zone,SHOTGUN,SHOTGUN,14,5,03:06,1,1,3,3,3,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,24.0,NYJ,TEN,24,27,24,27,-3,186,186
3545,5,5,,1,2,16,Zone,SHOTGUN,SHOTGUN,41,5,01:35,1,1,3,3,3,5,5.0,0,0,0,0,0,1,0,0,0,0,0,TEN,SHOTGUN,Zone,51.0,NYJ,TEN,24,27,24,27,-3,95,95
3546,9,9,,1,3,11,Zone,SHOTGUN,SHOTGUN,46,5,01:15,1,1,3,3,3,5,5.0,0,0,0,0,0,0,1,0,0,0,0,TEN,SHOTGUN,Zone,56.0,NYJ,TEN,24,27,24,27,-3,75,75
3547,12,12,,1,1,10,Man,SHOTGUN,SHOTGUN,43,5,00:41,1,1,3,3,3,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,67.0,NYJ,TEN,24,27,24,27,-3,41,41
3548,0,0,,0,1,10,Zone,EMPTY,EMPTY,31,5,00:36,1,1,3,3,3,5,4.0,0,0,0,0,0,0,0,0,0,1,0,TEN,EMPTY,Zone,79.0,NYJ,TEN,24,27,24,27,-3,36,36
3549,0,0,,0,2,5,Man,SHOTGUN,SHOTGUN,26,5,00:28,1,1,3,4,2,5,6.0,0,0,0,1,0,0,0,0,0,0,0,TEN,SHOTGUN,Man,84.0,NYJ,TEN,24,27,24,27,-3,28,28
3550,0,0,,0,3,10,Zone,SHOTGUN,SHOTGUN,31,5,00:24,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,TEN,SHOTGUN,Zone,79.0,NYJ,TEN,24,27,24,27,-3,24,24
3551,13,13,,1,2,9,Man,SHOTGUN,SHOTGUN,26,1,14:22,1,1,3,4,2,5,7.0,0,0,0,1,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,36.0,PHI,KC,0,0,0,0,0,862,1762
3552,21,21,,1,1,10,Zone,SHOTGUN,SHOTGUN,39,1,13:22,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,71.0,PHI,KC,0,0,0,0,0,802,1702
3553,0,0,,0,2,8,Zone,SHOTGUN,SHOTGUN,16,1,12:08,1,2,2,4,2,5,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,94.0,PHI,KC,0,0,0,0,0,728,1628
3555,11,11,,1,1,10,Zone,SHOTGUN,SHOTGUN,38,1,10:12,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,KC,SHOTGUN,Zone,72.0,PHI,KC,0,3,0,3,-3,612,1512
3556,9,9,,1,2,10,Zone,EMPTY,EMPTY,49,1,09:27,1,1,3,4,2,5,5.0,0,0,0,0,0,0,0,0,0,1,0,KC,EMPTY,Zone,61.0,PHI,KC,0,3,0,3,-3,567,1467
3557,36,36,,1,1,10,Zone,SINGLEBACK,SINGLEBACK,37,1,08:15,1,3,1,4,3,4,7.0,0,0,0,0,0,0,1,0,0,0,0,KC,SINGLEBACK,Zone,47.0,PHI,KC,0,3,0,3,-3,495,1395
3558,10,10,,1,1,10,Zone,SHOTGUN,SHOTGUN,49,1,06:30,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,PHI,SHOTGUN,Zone,61.0,PHI,KC,7,3,3,3,0,390,1290
3559,6,6,,1,2,5,Man,SHOTGUN,SHOTGUN,34,1,05:21,1,1,3,4,2,5,5.0,0,0,0,1,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,76.0,PHI,KC,7,3,3,3,0,321,1221
3560,5,5,,1,3,7,Zone,EMPTY,EMPTY,25,1,04:25,1,1,3,4,1,6,5.0,0,0,0,0,0,0,0,0,0,1,0,PHI,EMPTY,Zone,85.0,PHI,KC,7,3,3,3,0,265,1165
3561,12,12,,1,4,2,Man,EMPTY,EMPTY,20,1,03:46,1,3,1,4,3,4,9.0,0,0,1,0,0,0,0,0,0,0,0,PHI,EMPTY,Man,90.0,PHI,KC,7,3,3,3,0,226,1126
3562,3,3,,1,2,3,Man,SHOTGUN,SHOTGUN,3,1,02:02,1,1,3,4,2,5,6.0,0,0,1,0,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,107.0,PHI,KC,7,3,3,3,0,122,1022
3565,19,19,,1,2,8,Zone,EMPTY,EMPTY,49,2,11:50,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,EMPTY,Zone,59.0,PHI,KC,7,10,7,10,-3,710,710
3566,32,32,,1,1,20,Zone,SHOTGUN,SHOTGUN,42,2,10:46,1,2,2,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,KC,SHOTGUN,Zone,68.0,PHI,KC,7,10,7,10,-3,646,646
3567,0,0,,0,2,6,Zone,SINGLEBACK,SINGLEBACK,6,2,09:36,1,3,1,4,3,4,8.0,0,0,0,0,0,1,0,0,0,0,0,KC,SINGLEBACK,Zone,104.0,PHI,KC,7,10,7,10,-3,576,576
3568,6,6,,1,3,6,Other,EMPTY,EMPTY,6,2,09:29,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,KC,EMPTY,Other,104.0,PHI,KC,7,10,7,10,-3,569,569
3570,7,7,,1,1,10,Zone,SHOTGUN,SHOTGUN,49,2,06:53,1,2,2,4,3,4,7.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,61.0,PHI,KC,14,10,10,10,0,413,413
3571,0,0,,0,2,3,Zone,SHOTGUN,SHOTGUN,44,2,06:15,1,1,3,4,2,5,6.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,54.0,PHI,KC,14,10,10,10,0,375,375
3572,14,14,,1,3,3,Zone,EMPTY,EMPTY,44,2,06:11,1,1,3,4,2,5,6.0,0,0,0,0,0,0,0,0,0,1,0,PHI,EMPTY,Zone,54.0,PHI,KC,14,10,10,10,0,371,371
3573,6,6,,1,1,10,Other,SHOTGUN,SHOTGUN,12,2,05:05,1,2,2,4,2,5,6.0,0,0,0,0,0,0,0,0,0,0,1,PHI,SHOTGUN,Other,22.0,PHI,KC,14,10,10,10,0,305,305
3574,0,0,,0,1,3,Man,SHOTGUN,SHOTGUN,3,2,04:25,1,1,3,4,2,5,7.0,0,0,1,0,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,13.0,PHI,KC,14,10,10,10,0,265,265
3575,0,0,,0,3,7,Other,SHOTGUN,SHOTGUN,7,2,03:45,1,2,2,4,2,5,7.0,0,1,0,0,0,0,0,0,0,0,0,PHI,SHOTGUN,Other,17.0,PHI,KC,14,10,10,10,0,225,225
3576,4,4,,1,1,10,Zone,SHOTGUN,SHOTGUN,36,2,02:07,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,KC,SHOTGUN,Zone,74.0,PHI,KC,14,13,14,13,1,127,127
3577,0,0,,0,1,10,Zone,SHOTGUN,SHOTGUN,15,2,01:19,1,1,3,4,2,5,6.0,0,0,0,0,1,0,0,0,0,0,0,KC,SHOTGUN,Zone,95.0,PHI,KC,14,13,14,13,1,79,79
3578,37,37,,1,1,10,Zone,SHOTGUN,SHOTGUN,11,2,00:52,1,1,3,4,1,6,6.0,0,0,0,0,0,1,0,0,0,0,0,PHI,SHOTGUN,Zone,99.0,PHI,KC,21,13,13,13,0,52,52
3579,12,12,,1,1,10,Man,SHOTGUN,SHOTGUN,48,2,00:45,1,1,3,4,1,6,6.0,0,0,0,1,0,0,0,0,0,0,0,PHI,SHOTGUN,Man,62.0,PHI,KC,21,13,13,13,0,45,45
